ExperimentTitle,SampleName,SampleDescription,SequencingDate,FileName,FileLocation
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-032,Needles selected on 2011-06-20 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_32_index15_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-033,Needles selected on 2011-06-20 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_33_index16_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-033,Needles selected on 2011-06-20 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_33_index16_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-034,Needles selected on 2011-06-20 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_34_index18_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-034,Needles selected on 2011-06-20 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_34_index18_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-034,Needles selected on 2011-06-20 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_201B_dual1_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-034,Needles selected on 2011-06-20 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_201B_dual1_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-034,Needles selected on 2011-06-20 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_201B_dual1_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-20-034,Needles selected on 2011-06-20 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_201B_dual1_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-035,Needles selected on 2011-06-23 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_35_index19_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-035,Needles selected on 2011-06-23 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_35_index19_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-035,Needles selected on 2011-06-23 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_202_dual2_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-035,Needles selected on 2011-06-23 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_202_dual2_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-035,Needles selected on 2011-06-23 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_202_dual2_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-035,Needles selected on 2011-06-23 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_202_dual2_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-036,Needles selected on 2011-06-23 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_36B_index20_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-036,Needles selected on 2011-06-23 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_36B_index20_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-036,Needles selected on 2011-06-23 biological replicate 2 techical replicate 2,2012-07-31T10:00:00,8_120731_BD16FCACXX_36B_index20_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-036,Needles selected on 2011-06-23 biological replicate 2 techical replicate 2,2012-07-31T10:00:00,8_120731_BD16FCACXX_36B_index20_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-037,Needles selected on 2011-06-23 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_37_index21_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-23-037,Needles selected on 2011-06-23 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_37_index21_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-038,Needles selected on 2011-06-27 biological replicate 1 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_203B_dual3_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-038,Needles selected on 2011-06-27 biological replicate 1 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_203B_dual3_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-038,Needles selected on 2011-06-27 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_203B_dual3_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-038,Needles selected on 2011-06-27 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_203B_dual3_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-039,Needles selected on 2011-06-27 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_38_index22_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-039,Needles selected on 2011-06-27 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_38_index22_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-040,Needles selected on 2011-06-27 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_39_index23_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-27-040,Needles selected on 2011-06-27 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_39_index23_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-30-041,Needles selected on 2011-06-30 biological replicate 1 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_204_dual4_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-30-041,Needles selected on 2011-06-30 biological replicate 1 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_204_dual4_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-30-041,Needles selected on 2011-06-30 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_204_dual4_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-06-30-041,Needles selected on 2011-06-30 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_204_dual4_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-044,Needles selected on 2011-07-04 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_40B_index25_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-044,Needles selected on 2011-07-04 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_40B_index25_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-044,Needles selected on 2011-07-04 biological replicate 1 techical replicate 2,2012-07-31T10:00:00,8_120731_BD16FCACXX_40B_index25_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-044,Needles selected on 2011-07-04 biological replicate 1 techical replicate 2,2012-07-31T10:00:00,8_120731_BD16FCACXX_40B_index25_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-045,Needles selected on 2011-07-04 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_41_index27_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-045,Needles selected on 2011-07-04 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_41_index27_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-046,Needles selected on 2011-07-04 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_42_index1_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-04-046,Needles selected on 2011-07-04 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_42_index1_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-047,Needles selected on 2011-07-11 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_43_index2_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-047,Needles selected on 2011-07-11 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,2_120613_AC0TMMACXX_43_index2_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-047,Needles selected on 2011-07-11 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_205F_dual5_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-047,Needles selected on 2011-07-11 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_205F_dual5_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-047,Needles selected on 2011-07-11 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_205F_dual5_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-047,Needles selected on 2011-07-11 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_205F_dual5_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-048,Needles selected on 2011-07-11 biological replicate 2 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_206_dual6_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-048,Needles selected on 2011-07-11 biological replicate 2 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_206_dual6_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-048,Needles selected on 2011-07-11 biological replicate 2 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_206_dual6_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-048,Needles selected on 2011-07-11 biological replicate 2 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_206_dual6_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-049,Needles selected on 2011-07-11 biological replicate 3 techical replicate 1,2012-06-11T10:00:00,5_120611_AC0Y7HACXX_44_index3_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-049,Needles selected on 2011-07-11 biological replicate 3 techical replicate 1,2012-06-11T10:00:00,5_120611_AC0Y7HACXX_44_index3_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-049,Needles selected on 2011-07-11 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_207_dual7_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-049,Needles selected on 2011-07-11 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_207_dual7_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-049,Needles selected on 2011-07-11 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_207_dual7_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-11-049,Needles selected on 2011-07-11 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_207_dual7_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-050,Needles selected on 2011-07-18 biological replicate 1 techical replicate 1,2012-06-11T10:00:00,5_120611_AC0Y7HACXX_45_index4_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-050,Needles selected on 2011-07-18 biological replicate 1 techical replicate 1,2012-06-11T10:00:00,5_120611_AC0Y7HACXX_45_index4_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-050,Needles selected on 2011-07-18 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_208B_dual8_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-050,Needles selected on 2011-07-18 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_208B_dual8_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-050,Needles selected on 2011-07-18 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_208B_dual8_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-050,Needles selected on 2011-07-18 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_208B_dual8_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-051,Needles selected on 2011-07-18 biological replicate 2 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_209_dual9_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-051,Needles selected on 2011-07-18 biological replicate 2 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_209_dual9_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-051,Needles selected on 2011-07-18 biological replicate 2 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_209_dual9_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-051,Needles selected on 2011-07-18 biological replicate 2 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_209_dual9_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-052,Needles selected on 2011-07-18 biological replicate 3 techical replicate 1,2012-08-23T10:00:00,1_120823_AD16FAACXX_46_index5_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-052,Needles selected on 2011-07-18 biological replicate 3 techical replicate 1,2012-08-23T10:00:00,1_120823_AD16FAACXX_46_index5_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-052,Needles selected on 2011-07-18 biological replicate 3 techical replicate 2,2012-09-07T10:00:00,8_120907_BD191AACXX_46_index5_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-18-052,Needles selected on 2011-07-18 biological replicate 3 techical replicate 2,2012-09-07T10:00:00,8_120907_BD191AACXX_46_index5_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-053,Needles selected on 2011-07-25 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_47B_index6_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-053,Needles selected on 2011-07-25 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_47B_index6_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-053,Needles selected on 2011-07-25 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_210_dual10_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-053,Needles selected on 2011-07-25 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_210_dual10_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-053,Needles selected on 2011-07-25 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_210_dual10_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-053,Needles selected on 2011-07-25 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_210_dual10_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-055,Needles selected on 2011-07-25 biological replicate 2 techical replicate 1,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_211_dual11_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-055,Needles selected on 2011-07-25 biological replicate 2 techical replicate 1,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_211_dual11_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-055,Needles selected on 2011-07-25 biological replicate 2 techical replicate 2,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_211_dual11_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-07-25-055,Needles selected on 2011-07-25 biological replicate 2 techical replicate 2,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_211_dual11_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-057,Needles selected on 2011-08-01 biological replicate 1 techical replicate 1,2012-06-11T10:00:00,5_120611_AC0Y7HACXX_48_index7_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-057,Needles selected on 2011-08-01 biological replicate 1 techical replicate 1,2012-06-11T10:00:00,5_120611_AC0Y7HACXX_48_index7_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-057,Needles selected on 2011-08-01 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_212_dual12_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-057,Needles selected on 2011-08-01 biological replicate 1 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_212_dual12_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-057,Needles selected on 2011-08-01 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_212_dual12_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
